company_id,company_name,sector,country,revenue_m,ebitda_margin,debt_ratio,interest_coverage,cash_ratio,years_in_operation,employee_count,revenue_growth,business_description
1001,Aster Holdings #0001,Manufacturing,Netherlands,67.51607084094553,0.25259795100891597,0.44062918197535406,1.6835390758067792,0.15085204464870738,5,156,0.02178230338745163,"Aster Holdings #0001 operates in the manufacturing market. The business faces high customer concentration. The business faces exposed to volatile commodity prices. The company benefits from resilient demand profile. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1002,BluePeak Solutions #0002,Logistics,France,10.607305700004048,0.1373399176988624,0.5529988453310689,4.214265382345819,0.049300923075755454,10,158,0.10121066229284602,"BluePeak Solutions #0002 operates in the logistics market. The business faces dependence on a few key accounts. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1003,Crestline Partners #0003,Consumer Finance,Netherlands,37.615011301438926,0.2220356318508743,0.48967746756243896,4.046509728753159,0.09771021315844258,9,143,0.046903521809120524,"Crestline Partners #0003 operates in the consumer finance market. The business faces short operating history. The business faces declining revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1004,Dune Finance #0004,Hospitality,Luxembourg,37.1017896734452,0.17907116585210245,0.6747811016057134,2.609480737150544,0.0937199074891166,4,145,0.006581202132909761,"Dune Finance #0004 operates in the hospitality market. The business faces legacy debt burden. The business faces declining revenue. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1005,Evergreen Holdings #0005,Consumer Finance,Germany,42.603767548229115,0.15915553388175904,0.7210711916516239,2.286937268297155,0.06698247391244877,12,124,-0.10904945822515358,"Evergreen Holdings #0005 operates in the consumer finance market. The business faces weak liquidity position. The business faces dependence on a few key accounts. The company benefits from long-term government contracts. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1006,Fjord Solutions #0006,Healthcare,Germany,22.596400681697112,0.22860085865165392,0.1866087153590815,3.9313047131050687,0.1121517547059586,11,135,0.10306832612810334,"Fjord Solutions #0006 operates in the healthcare market. The business faces high customer concentration. The business faces exposed to volatile commodity prices. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1007,Granite Partners #0007,Consumer Finance,UK,15.19823054720074,0.1745067249211514,0.13831475056405698,1.531619979838451,0.1524147559829223,17,120,0.07710936708475616,"Granite Partners #0007 operates in the consumer finance market. The business faces weak liquidity position. The business faces tight cash position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1008,Harbor Finance #0008,Consumer Finance,Ireland,15.942437491285983,0.15517862350438597,0.37918695723686136,3.5949696713354586,0.14990967487445553,21,189,0.023435128808496415,"Harbor Finance #0008 operates in the consumer finance market. The business faces margin compression. The business faces tight cash position. The company benefits from long-term government contracts. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1009,Ironwood Holdings #0009,Renewable Energy,Ireland,59.294940133303655,0.22897210864910167,0.4354655672868354,3.484273395931303,0.12894656858967662,13,253,-0.023365919492016177,"Ironwood Holdings #0009 operates in the renewable energy market. The business faces legacy debt burden. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1010,Lattice Solutions #0010,Manufacturing,Italy,22.277024410210288,0.2224631126885946,0.37165264900937056,2.6430335290132057,0.03216309972478819,8,140,0.07114862307881724,"Lattice Solutions #0010 operates in the manufacturing market. The business faces margin compression. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1011,Mira Partners #0011,Software,Ireland,30.007004933549233,0.22009816605769378,0.4573938490663536,3.51698135455943,0.04656190796491524,14,130,0.11324245844731917,"Mira Partners #0011 operates in the software market. The business faces weak liquidity position. The company benefits from resilient demand profile. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1012,Northstar Finance #0012,Manufacturing,Netherlands,71.67412157780758,0.02,0.3502733717061787,3.1327226589970896,0.10664676479035075,11,144,0.07879829931918736,"Northstar Finance #0012 operates in the manufacturing market. The business faces legacy debt burden. The business faces exposed to volatile commodity prices. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1013,Orchid Holdings #0013,Crypto / Digital Assets,Luxembourg,26.251909491576704,0.18200883128692052,0.3036654160244464,3.6466453431835024,0.09863059835665836,10,94,0.21742589684429375,"Orchid Holdings #0013 operates in the crypto / digital assets market. The business faces declining revenue. The business faces weak liquidity position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1014,Pinnacle Solutions #0014,Healthcare,Luxembourg,43.478393567214816,0.1706058596534985,0.32028200541638513,1.265666998975878,0.0800768069000674,7,172,0.13342970523445258,"Pinnacle Solutions #0014 operates in the healthcare market. The business faces dependence on a few key accounts. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1015,Quartz Partners #0015,Hospitality,Luxembourg,55.02098682600811,0.1582568372957257,0.35798147940293756,3.798852574687312,0.1762129278981933,9,154,0.06034452192933628,"Quartz Partners #0015 operates in the hospitality market. The business faces regulatory uncertainty. The business faces tight cash position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1016,Riverstone Finance #0016,Software,Italy,54.25152299166788,0.19048898169863393,0.47278635784661643,4.334581728352954,0.10423440612684566,10,107,0.13644508804869077,"Riverstone Finance #0016 operates in the software market. The business faces regulatory uncertainty. The company benefits from stable supplier relationships. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1017,Silverline Holdings #0017,Consumer Finance,Netherlands,16.69477828730111,0.17302784362522639,0.3264585233667587,3.417236846733778,0.12169650964763273,15,180,0.07437960505519707,"Silverline Holdings #0017 operates in the consumer finance market. The business faces margin compression. The business faces exposed to volatile commodity prices. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1018,Tidewater Solutions #0018,Hospitality,Germany,26.58636083677602,0.19389037086635907,0.34821344267916243,3.78158060628895,0.13951575523793786,14,131,0.07406734790703887,"Tidewater Solutions #0018 operates in the hospitality market. The business faces short operating history. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1019,Umbra Partners #0019,Healthcare,Luxembourg,42.83782362003176,0.14660190961225036,0.4427238528448789,2.8571048873673086,0.1021983379868984,20,77,0.186672741757992,"Umbra Partners #0019 operates in the healthcare market. The business faces regulatory uncertainty. The company benefits from long-term government contracts. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1020,Vertex Finance #0020,Logistics,France,68.86427931813267,0.23490903150882464,0.35813239627002913,4.158732336141957,0.20364248671649476,14,149,-0.010825209032646693,"Vertex Finance #0020 operates in the logistics market. The business faces tight cash position. The company benefits from strong market position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1021,Aster Holdings #0021,Retail,Italy,25.815829461740872,0.19894720958864132,0.5028381605709928,3.084821266373811,0.06238510790257187,13,143,0.07209786832494626,"Aster Holdings #0021 operates in the retail market. The business faces dependence on a few key accounts. The business faces tight cash position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1022,BluePeak Solutions #0022,Manufacturing,Spain,30.102192254222768,0.187126329525742,0.27885431445414327,1.5076763328090064,0.07575713640423512,9,183,0.17707390023846442,"BluePeak Solutions #0022 operates in the manufacturing market. The business faces dependence on a few key accounts. The business faces exposed to volatile commodity prices. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1023,Crestline Partners #0023,Consumer Finance,Ireland,44.713190742416074,0.1846852616853432,0.25499998678879643,4.066281001348239,0.06228697126869973,6,176,0.09780915023574019,"Crestline Partners #0023 operates in the consumer finance market. The business faces margin compression. The business faces weak liquidity position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1024,Dune Finance #0024,Crypto / Digital Assets,Netherlands,47.91453163757403,0.2178640653746782,0.41350919374201767,0.8756098782398958,0.16250633145709215,8,124,0.03678523131680997,"Dune Finance #0024 operates in the crypto / digital assets market. The business faces short operating history. The business faces exposed to volatile commodity prices. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1025,Evergreen Holdings #0025,Crypto / Digital Assets,Luxembourg,48.88406406884379,0.21108438934677448,0.4244717308491276,3.367613667574898,0.1320834349687459,8,104,-0.08355437888367526,"Evergreen Holdings #0025 operates in the crypto / digital assets market. The business faces exposed to volatile commodity prices. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1026,Fjord Solutions #0026,Real Estate,Netherlands,24.458306162643197,0.1543613973226856,0.28485445565082457,2.500510294938927,0.0782339234912563,1,130,-0.1343312247974338,"Fjord Solutions #0026 operates in the real estate market. The business faces declining revenue. The business faces regulatory uncertainty. The company benefits from resilient demand profile. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1027,Granite Partners #0027,Software,Ireland,29.487229809049513,0.2095155190411648,0.5277954941460168,2.4174365253838745,0.06544494500180878,6,150,0.2568563070784673,"Granite Partners #0027 operates in the software market. The business faces tight cash position. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1028,Harbor Finance #0028,Manufacturing,Spain,41.448019196831495,0.16870261200210224,0.5917430490747249,3.223585374904067,0.15539562002410415,19,157,0.09776606391257306,"Harbor Finance #0028 operates in the manufacturing market. The business faces regulatory uncertainty. The business faces declining revenue. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1029,Ironwood Holdings #0029,Hospitality,Italy,58.1969810020525,0.25584633957501646,0.3109360365875213,2.0779253519366074,0.11446750861355438,13,147,0.017433417482236417,"Ironwood Holdings #0029 operates in the hospitality market. The business faces legacy debt burden. The business faces weak liquidity position. The company benefits from resilient demand profile. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1030,Lattice Solutions #0030,Healthcare,Luxembourg,34.18425468610516,0.2148863905523483,0.543603074000431,3.665867818366182,0.15641671874465352,9,125,0.10145112002168569,"Lattice Solutions #0030 operates in the healthcare market. The business faces margin compression. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1031,Mira Partners #0031,Retail,Italy,37.643169598658886,0.12871953407191533,0.11796546107992051,3.0738356224086028,0.09759402596873774,13,185,-0.015290672447301493,"Mira Partners #0031 operates in the retail market. The business faces margin compression. The business faces high customer concentration. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1032,Northstar Finance #0032,Retail,Spain,21.585145005769448,0.2765355344725133,0.4983723493389828,2.1975178631641423,0.120461412897344,1,93,0.040191885034336065,"Northstar Finance #0032 operates in the retail market. The business faces margin compression. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1033,Orchid Holdings #0033,Renewable Energy,France,67.81162931027588,0.054898008200508525,0.2856460951758741,4.739633441060215,0.11200910620976012,12,266,-0.01468463536936683,"Orchid Holdings #0033 operates in the renewable energy market. The business faces margin compression. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1034,Pinnacle Solutions #0034,Crypto / Digital Assets,Italy,40.468207154267354,0.1918677370334521,0.48736799501693534,3.2662173933893475,0.07503554662503725,17,172,-0.05719462261080538,"Pinnacle Solutions #0034 operates in the crypto / digital assets market. The business faces exposed to volatile commodity prices. The business faces weak liquidity position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1035,Quartz Partners #0035,Healthcare,France,55.24407647290787,0.1251876335277357,0.2742596415447668,3.820041213451826,0.09423423364763964,10,68,-0.11944864512541298,"Quartz Partners #0035 operates in the healthcare market. The business faces tight cash position. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1036,Riverstone Finance #0036,Consumer Finance,France,38.47835532908161,0.254109014683651,0.3724663711910525,4.8415653483427485,0.05262786622806622,2,140,-0.07378916530059507,"Riverstone Finance #0036 operates in the consumer finance market. The business faces short operating history. The business faces margin compression. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1037,Silverline Holdings #0037,Healthcare,Ireland,39.36427304389459,0.17264030326476434,0.2908872843803976,4.820232096532684,0.11976427294908974,9,172,0.1619158987543714,"Silverline Holdings #0037 operates in the healthcare market. The business faces margin compression. The business faces high customer concentration. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1038,Tidewater Solutions #0038,Hospitality,Ireland,13.995057746367028,0.12031022674564394,0.3564731232439711,3.7537210900130447,0.1304499498538744,17,111,-0.018819376508902835,"Tidewater Solutions #0038 operates in the hospitality market. The business faces exposed to volatile commodity prices. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1039,Umbra Partners #0039,Software,Netherlands,5.0,0.14667526438902084,0.5812916431823489,2.606544338687254,0.1396064480042128,12,48,0.11814029006225917,"Umbra Partners #0039 operates in the software market. The business faces short operating history. The company benefits from long-term government contracts. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1040,Vertex Finance #0040,Real Estate,UK,58.03048338937535,0.12430342706672043,0.3681268423747253,1.141385076201625,0.12666179572684022,4,73,0.15609826508606922,"Vertex Finance #0040 operates in the real estate market. The business faces legacy debt burden. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1041,Aster Holdings #0041,Software,Germany,39.24893142819872,0.14471115107149607,0.612133178631842,3.2686979106236698,0.09487159453987902,23,160,0.0714921716686712,"Aster Holdings #0041 operates in the software market. The business faces weak liquidity position. The business faces short operating history. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1042,BluePeak Solutions #0042,Hospitality,Germany,41.30284996778589,0.14356761920552477,0.337560618279788,4.422959610562602,0.16207882580307942,5,33,0.04312895089110365,"BluePeak Solutions #0042 operates in the hospitality market. The business faces dependence on a few key accounts. The business faces legacy debt burden. The company benefits from stable supplier relationships. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1043,Crestline Partners #0043,Logistics,Netherlands,18.01513996479343,0.12244220656494728,0.5440941174187482,3.460609265211271,0.1356923395091818,10,50,0.08197206284748974,"Crestline Partners #0043 operates in the logistics market. The business faces legacy debt burden. The company benefits from high-quality management team. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1044,Dune Finance #0044,Retail,Luxembourg,23.550973155302025,0.17350319057913122,0.20117381328359168,0.3,0.1555418520662842,6,160,0.03250416701282975,"Dune Finance #0044 operates in the retail market. The business faces high customer concentration. The business faces declining revenue. The company benefits from diversified customer base. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1045,Evergreen Holdings #0045,Software,Italy,54.99683201815975,0.1795612081703366,0.34848400390839895,4.131080801274408,0.15805146817881402,6,118,0.1783518335850967,"Evergreen Holdings #0045 operates in the software market. The business faces declining revenue. The business faces regulatory uncertainty. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1046,Fjord Solutions #0046,Healthcare,France,65.84230033346299,0.11018468043620164,0.3210279016142107,4.210948901208464,0.09497601378772437,9,92,0.23888804867300434,"Fjord Solutions #0046 operates in the healthcare market. The business faces tight cash position. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1047,Granite Partners #0047,Logistics,Spain,28.05961577963917,0.0770865618478001,0.5491476160876856,2.6084111481557923,0.11551517827572949,14,103,0.200483064733386,"Granite Partners #0047 operates in the logistics market. The business faces declining revenue. The company benefits from recurring subscription revenue. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1048,Harbor Finance #0048,Software,Luxembourg,48.74373261380889,0.1755478226074786,0.40037736646396815,4.284870177829579,0.1309826073398991,17,49,-0.12364069112962106,"Harbor Finance #0048 operates in the software market. The business faces tight cash position. The company benefits from diversified customer base. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1049,Ironwood Holdings #0049,Renewable Energy,France,41.04039892290568,0.1865960275559767,0.15031085133877553,3.8163550387113894,0.054034328498623004,9,157,0.030667591702589758,"Ironwood Holdings #0049 operates in the renewable energy market. The business faces dependence on a few key accounts. The business faces margin compression. The company benefits from diversified customer base. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
1050,Lattice Solutions #0050,Consumer Finance,France,36.07153695875639,0.1965108380980617,0.23588573798040816,2.1088411700333616,0.05492107310484802,6,86,0.07037432249030406,"Lattice Solutions #0050 operates in the consumer finance market. The business faces margin compression. The business faces high customer concentration. Management is focused on disciplined growth, sustainable margin expansion, and maintaining a balanced funding structure."
